,Created_at,Text,Clean Text,ID,Lang,Favourite_count,Retweet_count,Fecha creacion,Followers,Verificado,Cantidad Fav,País,Coordenadas,Screen_Name
3631,2022-03-21 16:19:19+00:00,Más de 550 camiones protestan con una marcha lenta por la A-4 y las calles de Córdoba https://t.co/dB3PtKylGp a través de @abccordoba,m s de 550 camiones protestan con una marcha lenta por la a 4 y las calles de c rdoba   a trav s de  ,1505942138265247745,es,0,0,2012-04-11 09:38:03+00:00,3050,False,2615,Córdoba,,PacoPoyato
3634,2022-03-21 16:18:49+00:00,"@agarzon La electricidad y gasolinas por las nubes, los supermercados desabastecidos, el transporte en huelga, el sector agrario en huelga, al sector pesquero no le renta faenar, pero tú, tonto de los cojones, que si los pingüinos en el Ártico van con bufanda o en manga corta.",  la electricidad y gasolinas por las nubes  los supermercados desabastecidos  el transporte en huelga  el sector agrario en huelga  al sector pesquero no le renta faenar  pero t   tonto de los cojones  que si los ping inos en el  rtico van con bufanda o en manga corta ,1505942012750700545,es,2,0,2010-07-27 19:23:11+00:00,156,False,12185,España,,David_Galizano
3636,2022-03-21 16:18:29+00:00,"MOTOR | La asociación de estaciones de servicio automáticas advierte que Andalucía, Murcia y Valencia ya sufren desabastecimiento https://t.co/Hc8mgGfkQp",motor   la asociaci n de estaciones de servicio autom ticas advierte que andaluc a  murcia y valencia ya sufren desabastecimiento  ,1505941929422471169,es,0,0,2009-05-06 22:17:56+00:00,50451,False,1577,"León, España",,leonoticias_
3640,2022-03-21 16:16:22+00:00,"RT @pacosolerguille: Si alguno no sabe q la huelga del transporte es en España fijaros en las banderas del sindicato, rojas y gualdas, solo…", si alguno no sabe q la huelga del transporte es en espa a fijaros en las banderas del sindicato  rojas y gualdas  solo ,1505941397639249922,es,0,3,2011-08-28 18:56:43+00:00,1739,False,65573,,,ochofernur
3644,2022-03-21 16:15:23+00:00,El sufrimiento que hay detrás de la huelga de transporte https://t.co/7Ihigilaze vía @YouTube,el sufrimiento que hay detr s de la huelga de transporte   v a  ,1505941147646054406,es,0,0,2020-03-15 15:57:58+00:00,711,False,9873,Españistan🇪🇸 ,,angel97789722
3645,2022-03-21 16:15:00+00:00,"La huelga del transporte comienza a provocar escasez de pescado. Además, 300 barcos de pescadores se han quedado hoy en tierra y se plantean unirse al paro

https://t.co/UVHa1XInRs https://t.co/imvJwYnlCE",la huelga del transporte comienza a provocar escasez de pescado  adem s  300 barcos de pescadores se han quedado hoy en tierra y se plantean unirse al paro     ,1505941050950574086,es,3,2,2015-04-27 11:52:35+00:00,32759,True,2262,"Murcia, España",,La7_tv
3649,2022-03-21 16:14:26+00:00,"Huelga del transporte: Hoy, reunión con el Gobierno | Última hora en directo @elperiodico https://t.co/pNhWRTfxOD",huelga del transporte  hoy  reuni n con el gobierno    ltima hora en directo    ,1505940907757129731,es,0,0,2020-02-15 11:22:28+00:00,104,False,37,Valles Occidental - Catalunya,,SmpCCOO1Polinya
3650,2022-03-21 16:14:24+00:00,RT @ideal_granada: 📽 #Vídeo Informamos desde el lugar de los hechos. La periodista de IDEAL @mercenavarrete cuenta la última hora de la hue…,    v deo informamos desde el lugar de los hechos  la periodista de ideal   cuenta la  ltima hora de la hue ,1505940899410460684,es,0,3,2012-12-16 21:47:57+00:00,683,False,18487,,,RafaelToledoRo1
3654,2022-03-21 16:11:30+00:00,"El Gobierno atenazado ante la amenaza de un paro total del transporte https://t.co/JozevetjwB Las tres Ministras negociando con CNTC, que ya había un acuerdo con el Gobierno, ¿ que es lo que negocian ?, tendrán que negociar con quien convocó la huelga.",el gobierno atenazado ante la amenaza de un paro total del transporte   las tres ministras negociando con cntc  que ya hab a un acuerdo con el gobierno    que es lo que negocian    tendr n que negociar con quien convoc  la huelga ,1505940170557820944,es,0,0,2020-08-26 06:55:06+00:00,71,False,4622,"Valdés, España",,quenoluarca
3655,2022-03-21 16:11:26+00:00,"@TonoSVJ Camionero en contra de la huelga del transporte, boca tapada, estómago agradecido, @vigobulldog, chupatintas, chuloplaya???",  camionero en contra de la huelga del transporte  boca tapada  est mago agradecido     chupatintas  chuloplaya   ,1505940156024598529,es,3,0,2022-02-24 18:32:47+00:00,19,False,864,,,Maria20973062
3656,2022-03-21 16:10:59+00:00,"RT @portalhoreca: Los #hosteleros, preocupados por la huelga de transporte que se suma al aumento generalizado de los costes

https://t.co/…", los  hosteleros  preocupados por la huelga de transporte que se suma al aumento generalizado de los costes   ,1505940042472169484,es,0,2,2012-03-16 09:47:22+00:00,13439,False,13169,España,,CEHEhosteleria
3657,2022-03-21 16:10:53+00:00,"La huelga del transporte provoca el cierre de gasolineras en la Región por desabastecimiento https://t.co/CJHNV5q1Jt a través de @murciaplaza_  @murciaplaza_ SABEIS DE SOBRA QUE NO ES UNA HUELGA, SOIS UN MEDIO DE COMUNICACIÓN, SABEIS QUE ES UN PARO PATRONAL ¿POR QUE LO HACEIS?",la huelga del transporte provoca el cierre de gasolineras en la regi n por desabastecimiento   a trav s de        sabeis de sobra que no es una huelga  sois un medio de comunicaci n  sabeis que es un paro patronal  por que lo haceis ,1505940015985180674,es,0,0,2011-05-27 20:46:56+00:00,436,False,12778,,,PValeraDuque
3659,2022-03-21 16:10:33+00:00,"📥 🔥 ➡️ Nos envían: marcha lenta de camiones por Huelva por la huelga de transportes, hace un rato.

📥 ➡️ La Asociación Nacional de Estaciones Automáticas (Aesae) ha advertido que la huelga de transporte que ya ha empezado a causar estragos

🔊 https://t.co/ci4t6mzuDy 🇪🇸 https://t.co/oGaWoFSG5h",       nos env an  marcha lenta de camiones por huelva por la huelga de transportes  hace un rato        la asociaci n nacional de estaciones autom ticas  aesae  ha advertido que la huelga de transporte que ya ha empezado a causar estragos          ,1505939933407563776,es,0,0,2011-06-25 17:40:32+00:00,36,False,854,"Los Ángeles, Chile",,jime175
3663,2022-03-21 16:09:57+00:00,"@Fittisand @Denuevomiguel @erreleny Traduzco. La gran empresa de transporte, que se ha puesto de canto hasta ahora, dice que o saca algo de la huelga o para también.",      traduzco  la gran empresa de transporte  que se ha puesto de canto hasta ahora  dice que o saca algo de la huelga o para tambi n ,1505939781884207118,es,6,0,2021-08-23 21:39:14+00:00,59,False,15342,,,Uuuubob1
3668,2022-03-21 16:09:18+00:00,"🔴 La huelga del transporte ha paralizado la producción en Volkswagen Navarra

▪ La actividad volverá mañana, pero sin garantías para el resto de la semana

▪ Faltan dos componentes, procedentes de Galicia y Jaén

🎙 Elisabeth Martín (@RTVENavarra)

📎 https://t.co/MFBFHOkvUO https://t.co/tb5mw18Tds",  la huelga del transporte ha paralizado la producci n en volkswagen navarra    la actividad volver  ma ana  pero sin garant as para el resto de la semana    faltan dos componentes  procedentes de galicia y ja n    elisabeth mart n           ,1505939618499289092,es,5,5,2009-07-17 22:40:44+00:00,84262,True,3207,"Madrid, España",,radio5_rne
3673,2022-03-21 16:08:20+00:00,"Fascistas!!!?😜😜😜😜😜

ATRADIS convoca un paro patronal por la «desbocada» subida del precio del gasóleo - https://t.co/MkT2S4i34A",fascistas           atradis convoca un paro patronal por la  desbocada  subida del precio del gas leo    ,1505939374051106822,es,0,0,2015-07-30 15:25:21+00:00,44,False,6727,"Orense, Galicia",,nuberosagris
3680,2022-03-21 16:06:13+00:00,RT @naxoranger: @El_Palermasso el problema de la huelga de transporte lo arreglo yo en 10 minutos https://t.co/Ek9PC9MfR7,   palermasso el problema de la huelga de transporte lo arreglo yo en 10 minutos  ,1505938840837664768,es,0,7,2011-07-27 10:16:15+00:00,488,False,28424,Sevilla,,MariaAmor24sev
3681,2022-03-21 16:05:49+00:00,"🚚Centenares de camiones colapsan la A-67 en una marcha lenta que lanza un 'SOS' al Gobierno.
#HuelgaTransporte #cantabria
https://t.co/10gsm9gqTc", centenares de camiones colapsan la a 67 en una marcha lenta que lanza un  sos  al gobierno   huelgatransporte  cantabria  ,1505938739553607684,es,0,0,2020-08-31 17:24:46+00:00,293,False,21,,,11TvCantabria
3683,2022-03-21 16:05:10+00:00,"📣 𝗔𝗣𝗟𝗔𝗭𝗔𝗗𝗔 LA V FERIA DE LA PATATA RELLENA DE #BUJALANCE 🟠

Por motivos de logística, debido a la huelga indefinidad del transporte, recoge un comunicaco del @Ayto_Bujalance

#𝗔𝗟𝗧𝗢𝗚𝗨𝗔𝗗𝗔𝗟𝗤𝗨𝗜𝗩𝗜𝗥, #𝙏𝙖𝙣𝘿𝙞𝙛𝙚𝙧𝙚𝙣𝙩𝙚𝘾𝙤𝙢𝙤𝙏𝙪 🥰

#CordobaEsp https://t.co/x37VzWGIO7",           la v feria de la patata rellena de  bujalance    por motivos de log stica  debido a la huelga indefinidad del transporte  recoge un comunicaco del   bujalance                                             cordobaesp  ,1505938575455670272,es,0,1,2022-02-05 12:18:05+00:00,18,False,0,Alto Guadalquivir,,AltoGuadalTur
3686,2022-03-21 16:04:44+00:00,CAF paralizará el grueso de su actividad este miércoles por la huelga del transporte  https://t.co/zf8HKaneov,caf paralizar  el grueso de su actividad este mi rcoles por la huelga del transporte   ,1505938469784363016,es,0,2,2009-03-26 11:31:51+00:00,154084,True,121,,,eitbNoticias
3691,2022-03-21 16:03:10+00:00,La peor noticia de la semana ... se agotan las reservas de cerveza en Castilla por la huelga en el transporte.,la peor noticia de la semana     se agotan las reservas de cerveza en castilla por la huelga en el transporte ,1505938072361480198,es,0,0,2019-06-27 21:26:17+00:00,63,False,10677,,,Ekonomia6
3697,2022-03-21 16:01:35+00:00,"Dicen que la huelga del transporte es total a partir del miércoles, se sabe algo más???",dicen que la huelga del transporte es total a partir del mi rcoles  se sabe algo m s   ,1505937674695229442,es,2,2,2016-02-18 19:19:12+00:00,317,False,1355,,,javigarciataus1
3703,2022-03-21 16:00:03+00:00,"Lineales vacíos y aceite de girasol con alarma, huellas en el súper de la huelga del transporte y la guerra https://t.co/Tjoiz7JgEE 
#supermercado #Desabastecimiento #huelgatransportes #GuerraEnUcrania #aceitedegirasol #FoodRetail",lineales vac os y aceite de girasol con alarma  huellas en el s per de la huelga del transporte y la guerra     supermercado  desabastecimiento  huelgatransportes  guerraenucrania  aceitedegirasol  foodretail,1505937288429191168,es,1,1,2012-07-18 09:52:58+00:00,10638,False,3009,Canal Alimentación y Horeca,,food_retail
3708,2022-03-21 15:58:29+00:00,"Maxi´s Agenda News
Fallo del jurado del Concurso de Proyectos de Carrozas El Bollo 2022
La huelga del transporte en Avilés
Corvera, epicentro del teatro popular asturiano 
Arranca el XXI Certamen de Cortometrajes ""Avilés Acción Film Festival"" 
10 personas…https://t.co/MXlC2wmbbX",maxi s agenda news fallo del jurado del concurso de proyectos de carrozas el bollo 2022 la huelga del transporte en avil s corvera  epicentro del teatro popular asturiano  arranca el xxi certamen de cortometrajes  avil s acci n film festival   10 personas  ,1505936893472653321,es,1,0,2010-08-15 10:03:37+00:00,1198,False,2044,Avilés,,maximogonz
3719,2022-03-21 15:56:14+00:00,"@sanchezcastejon @EmmanuelMacron Los autónomos del transporte en huelga y el bastardo de nuestro presidente de fotos.

#HuelgaTransporte",    los aut nomos del transporte en huelga y el bastardo de nuestro presidente de fotos    huelgatransporte,1505936331356221446,es,0,0,2014-02-28 10:42:33+00:00,133,False,7994,"Sevilla, España",,AntiPacma
3720,2022-03-21 15:55:55+00:00,"RT @kiletifikat: ¿Os imagináis que la huelga del transporte y sus consecuencias (además de las acciones de los piquetes), hubiese sido impu…",  os imagin is que la huelga del transporte y sus consecuencias  adem s de las acciones de los piquetes   hubiese sido impu ,1505936249080659975,es,0,10,2021-06-17 18:45:32+00:00,93,False,22138,,,pepatrujillo65
3722,2022-03-21 15:55:21+00:00,"Comienza la primavera con lluvia, bienvenida. Seguimos con la huelga del transporte.",comienza la primavera con lluvia  bienvenida  seguimos con la huelga del transporte ,1505936105576796161,es,0,0,2014-04-26 09:29:01+00:00,146,False,1239,,,soriafmati
3723,2022-03-21 15:55:00+00:00,"A ver, si los convocantes de la huelga del transporte fueran mayoritarios, no les haría falta tirar piedras, pinchar ruedas, pegar a los compañeros, amenazar e insultar al que quiere trabajar. Son minoría, legítima, pero minoría, y sin violencia... No son nadie.",a ver  si los convocantes de la huelga del transporte fueran mayoritarios  no les har a falta tirar piedras  pinchar ruedas  pegar a los compa eros  amenazar e insultar al que quiere trabajar  son minor a  leg tima  pero minor a  y sin violencia    no son nadie ,1505936017785765888,es,6,6,2013-05-18 20:30:06+00:00,5176,False,15080,,,furretillo
3725,2022-03-21 15:54:44+00:00,Podéis ponerme enlace de la huelga general de transporte?? He buscado y no encuentro nada... Gracias de antemano,pod is ponerme enlace de la huelga general de transporte   he buscado y no encuentro nada    gracias de antemano,1505935953537511431,es,5,0,2010-08-01 18:04:19+00:00,2451,False,26358,Sevilla,,LadyChelPavia
3733,2022-03-21 15:52:19+00:00,"Paro total del transporte tras finalizar la reunión entre el Gobierno y el comité Nacional del transporte esta misma mañana, decisión que toman los transportistas tras no haberse llegado a un acuerdo después de una semana de huelga en este sector.
#ELTRANSPORTENOSETOCA
#BASTAYAAA https://t.co/WaOeaM670v",paro total del transporte tras finalizar la reuni n entre el gobierno y el comit  nacional del transporte esta misma ma ana  decisi n que toman los transportistas tras no haberse llegado a un acuerdo despu s de una semana de huelga en este sector   eltransportenosetoca  bastayaaa  ,1505935341777211397,es,2,0,2013-08-12 13:50:56+00:00,255,False,1251,Niebla (Huelva).,,benisalo8
3736,2022-03-21 15:51:45+00:00,@PoliMaza Depende de la duración de la huelga del transporte.(según falten productos de la compra).,  depende de la duraci n de la huelga del transporte  seg n falten productos de la compra  ,1505935199951069189,es,0,0,2013-06-03 17:23:13+00:00,254,False,6491,,,abpitu
3737,2022-03-21 15:51:36+00:00,"RT @15M: Ya avisamos que los franquistas de VOX están detrás.
 
Huelga de transporte hoy, última hora | Vox llama a seguir con movilizacion…", ya avisamos que los franquistas de vox est n detr s    huelga de transporte hoy   ltima hora   vox llama a seguir con movilizacion ,1505935161388679171,es,0,6,2012-01-06 13:06:44+00:00,292,False,9076,Twitter España,,Real_Torralba
3740,2022-03-21 15:51:06+00:00,"Porqué la Plataforma Nacional en Defensa del Transporte que ha convocado la Huelga y aún la mantiene, no quiere nada con CETM que negocia con el Gobierno?

CETM lleva años recibiendo subvenciones del Gobierno. En 2019 recibió 1.572.000€ y De 2020 y 2021 no hay registros👇 https://t.co/LtXDFdvery",porqu  la plataforma nacional en defensa del transporte que ha convocado la huelga y a n la mantiene  no quiere nada con cetm que negocia con el gobierno   cetm lleva a os recibiendo subvenciones del gobierno  en 2019 recibi  1 572 000  y de 2020 y 2021 no hay registros   ,1505935036931100673,es,125,108,2021-09-23 17:17:16+00:00,5831,False,23328,,,egtegain
